"individual","call.id","call.dur","nnotes","min5","min95","minbw","maxbw","mean5","mean95","max5","max95","meanbw","mindurnote","maxdurnote","noterate","note1dur","note1minfreq","note1maxfreq","note2dur","note2minfreq","note2maxfreq","range.bw","rest.dur","lastnotedur","lastnoteminfreq","lastnotemaxfreq","site","Site"
"CRGG1","CRGG1_1.1",0.685903242000023,3,699.829,807.495,107.666,236.865,728.540333333333,890.039,742.896,979.761,161.499,0.0544,0.0816,4.37379475165084,0.0544,742.896,882.861,0.0816,742.896,979.761,129.199,0.468303242000023,0.0816,699.829,807.495,"CR","CR"
"CRGG1","CRGG1_1.2",1.12943105099998,3,678.296,807.495,129.199,247.632,717.773666666667,922.339,742.896,979.761,204.565333333333,0.0544,0.0816,2.6562046415705,0.0544,678.296,807.495,0.0816,732.129,979.761,118.433,0.939031050999983,0.0544,742.896,979.761,"CR","CR"
"CRGG1","CRGG1_1.3",1.25604260799997,4,645.996,785.962,139.966,290.698,697.13725,917.85275,753.662,1044.36,220.71525,0.0544,0.1088,3.18460534262392,0.1088,689.062,925.928,0.0816,753.662,1044.36,150.732,0.929642607999973,0.0544,645.996,785.962,"CR","CR"
"CRGG1","CRGG1_1.4",1.86494178800001,6,602.93,742.896,139.966,226.099,642.407166666667,818.261833333333,689.062,915.161,175.8545,0.0544,0.1088,3.21725859681362,0.0544,656.763,818.262,0.0544,635.229,839.795,86.133,1.37534178800001,0.0816,602.93,742.896,"CR","CR"
"CRGG1","CRGG1_1.5",1.60215453700005,4,689.062,882.861,193.799,301.465,732.129,1006.677,753.662,1055.127,274.5485,0.0544,0.0816,2.49663806307336,0.0816,689.062,882.861,0.0544,742.896,1044.36,107.666,1.33015453700005,0.0816,742.896,1044.36,"CR","CR"
"CRGG1","CRGG1_1.6",1.83103375600001,4,592.163,689.062,96.899,290.698,683.67925,880.16975,742.896,1033.594,196.49025,0.0544,0.1088,2.184558305871,0.0816,689.062,893.628,0.0544,742.896,1033.594,193.799,1.53183375600001,0.0544,592.163,689.062,"CR","CR"
"CRGG1","CRGG1_1.7",1.73778666700002,6,581.396,678.296,96.899,236.865,658.557,823.645166666667,678.296,915.161,165.087666666667,0.0544,0.0816,3.4526677606279,0.0816,678.296,839.795,0.0544,678.296,915.161,139.966,1.35698666700002,0.0544,581.396,678.296,"CR","CR"
"CRGG1","CRGG1_1.8",1.35632130099998,5,592.163,764.429,86.133,215.332,689.0624,833.335,732.129,915.161,144.2726,0.0544,0.0816,3.68644214045273,0.0816,592.163,764.429,0.0544,699.829,915.161,129.199,1.02992130099998,0.0544,699.829,829.028,"CR","CR"
"CRGG1","CRGG1_1.9",2.04295895899998,7,581.396,656.763,64.6,387.598,724.438428571429,913.623,785.962,1119.727,189.184571428571,0.0544,0.1361,3.42640265442556,0.0816,732.129,1119.727,0.0816,785.962,1098.193,322.998,1.44445895899998,0.0544,581.396,656.763,"CR","CR"
"CRGG1","CRGG1_1.10",1.873418797,5,721.362,936.694,215.332,366.064,745.0488,1037.9006,764.429,1119.727,292.8514,0.0544,0.0816,2.66891738676197,0.0544,721.362,958.228,0.0544,764.429,1119.727,150.732,1.547018797,0.0544,721.362,936.694,"CR","CR"
"CRGG1","CRGG1_1.11",1.81326637999996,5,689.062,861.328,172.266,236.865,749.3556,966.841,796.729,1033.594,217.4852,0.0544,0.0544,2.75745475411071,0.0544,689.062,861.328,0.0544,742.896,979.761,64.599,1.54126637999996,0.0544,742.896,947.461,"CR","CR"
"CRGG1","CRGG1_1.12",1.65301658499993,4,645.996,915.161,226.099,279.932,694.44575,947.461,732.129,1012.061,253.01525,0.0544,0.0544,2.41981843152539,0.0544,689.062,915.161,0.0544,732.129,1012.061,53.833,1.43541658499993,0.0544,710.596,947.461,"CR","CR"
"CRGG1","CRGG1_1.13",1.50043043899996,4,742.896,1022.827,279.932,366.064,753.66225,1071.27675,775.195,1108.96,317.61475,0.0816,0.0816,2.66590166130328,0.0816,742.896,1108.96,0.0816,775.195,1108.96,86.132,1.17403043899996,0.0816,742.896,1022.827,"CR","CR"
"CRGG3","CRGG3_2.1",1.666188574,4,667.529,1205.859,409.131,538.33,753.662,1222.00925,829.028,1238.159,468.34725,0.1905,0.2993,2.40068865098339,0.2993,667.529,1205.859,0.2993,699.829,1216.626,129.199,0.659388573999999,0.1905,818.262,1227.393,"CR","CR"
"CRGG3","CRGG3_2.2",1.23112822500001,3,807.495,1130.493,322.998,398.364,821.850666666667,1177.14833333333,850.562,1205.859,355.297666666667,0.1633,0.3265,2.43678923046378,0.3265,807.495,1130.493,0.2177,807.495,1205.859,75.366,0.523628225000006,0.1633,850.562,1195.093,"CR","CR"
"CRGG3","CRGG3_2.3",1.256718122,3,818.262,1130.493,269.165,441.431,843.384,1184.326,861.328,1291.992,340.942333333333,0.1633,0.3265,2.38717015970588,0.3265,861.328,1130.493,0.2449,850.562,1291.992,172.266,0.522018121999995,0.1633,818.262,1130.493,"CR","CR"
"CRGG3","CRGG3_2.4",1.62326090799999,4,732.129,1044.36,258.398,452.197,791.345,1130.49325,829.028,1281.226,339.14775,0.1633,0.3265,2.46417564809613,0.3265,732.129,1108.96,0.1633,829.028,1281.226,193.799,0.725260907999992,0.2449,775.195,1044.36,"CR","CR"
"CRGG3","CRGG3_2.5",1.79344148700005,4,742.896,1087.427,279.932,355.298,807.49525,1130.49325,850.562,1184.326,322.998,0.1361,0.1633,2.2303487618606,0.1361,850.562,1130.493,0.1633,829.028,1184.326,75.366,1.16744148700005,0.1633,742.896,1087.427,"CR","CR"
"CRGG3","CRGG3_2.6",1.07376597000001,3,785.962,1238.159,441.431,495.264,793.14,1266.87,796.729,1291.992,473.730666666667,0.1905,0.2993,2.7939048953097,0.2993,796.729,1238.159,0.2177,796.729,1291.992,53.833,0.366265970000011,0.1905,785.962,1270.459,"CR","CR"
"DV1","DV1_3.1",1.476610996,3,796.729,979.761,183.032,355.298,800.317666666667,1058.716,807.495,1162.793,258.398333333333,0.0816,0.1633,2.03167930357198,0.1633,796.729,979.761,0.0816,796.729,1033.594,172.266,1.068410996,0.1633,807.495,1162.793,"DV","DV"
"DV1","DV1_3.2",1.70090633700001,4,796.729,1065.894,258.398,387.598,810.187,1122.41825,818.262,1205.859,312.2315,0.1361,0.1633,2.3516873992339,0.1633,807.495,1065.894,0.1361,818.262,1141.26,129.2,1.12930633700001,0.1361,796.729,1076.66,"DV","DV"
"DV1","DV1_3.3",1.51399355199999,4,850.562,1205.859,344.531,430.664,861.32825,1243.5425,872.095,1291.992,382.21425,0.1361,0.1633,2.6420191781636,0.1633,850.562,1248.926,0.1633,861.328,1205.859,86.133,0.887993551999988,0.1361,872.095,1227.393,"DV","DV"
"DV1","DV1_4.1",1.501652658,3,775.195,1205.859,430.664,516.797,803.906,1291.992,861.328,1378.125,488.086,0.0987,0.3947,1.99779888113114,0.1451,775.195,1205.859,0.0987,861.328,1378.125,86.133,0.863152657999998,0.3947,775.195,1291.992,"DV","DV"
"DV1","DV1_4.2",1.75440607500001,4,602.93,1205.859,430.664,602.93,796.7285,1313.52525,861.328,1378.125,516.797,0.1103,0.3889,2.27997386522957,0.2322,861.328,1291.992,0.1683,861.328,1378.125,172.266,0.854706075000006,0.3889,602.93,1205.859,"DV","DV"
"DV1","DV1_4.3",1.650331139,4,775.195,1291.992,430.664,516.797,839.79475,1313.52525,861.328,1378.125,473.7305,0.1625,0.238,2.42375599991633,0.238,775.195,1291.992,0.1741,861.328,1378.125,86.133,0.878331139000002,0.1974,861.328,1291.992,"DV","DV"
"DV1","DV1_4.4",1.60572759499999,4,861.328,1291.992,430.664,602.93,861.328,1378.125,861.328,1464.258,516.797,0.1161,0.1858,2.49108255500836,0.1393,861.328,1378.125,0.1741,861.328,1464.258,172.266,0.990427594999991,0.1161,861.328,1291.992,"DV","DV"
"DV1","DV1_4.5",2.08149873299999,5,775.195,1291.992,430.664,516.797,844.1014,1343.6718,861.328,1378.125,499.5704,0.1683,0.2206,2.40211532235414,0.2206,861.328,1378.125,0.1683,861.328,1378.125,86.133,1.12949873299999,0.2032,775.195,1291.992,"DV","DV"
"DV1","DV1_4.6",1.799009619,5,775.195,1291.992,516.797,516.797,844.1014,1360.8984,861.328,1378.125,516.797,0.1103,0.18,2.77930698490612,0.1741,775.195,1291.992,0.1103,861.328,1378.125,0,1.038609619,0.1625,861.328,1378.125,"DV","DV"
"DV1","DV1_4.7",1.30837063199999,4,775.195,1205.859,430.664,516.797,818.2615,1313.52525,861.328,1378.125,495.26375,0.1277,0.1741,3.05723768339675,0.1277,775.195,1291.992,0.1625,861.328,1378.125,86.133,0.698970631999992,0.1741,775.195,1205.859,"DV","DV"
"DV1","DV1_4.8",1.15644718299995,4,861.328,1205.859,344.531,602.93,861.328,1356.59175,861.328,1464.258,495.26375,0.0813,0.1161,3.45886959543068,0.1161,861.328,1378.125,0.1103,861.328,1464.258,258.399,0.750047182999955,0.0813,861.328,1378.125,"DV","DV"
"DV1","DV1_5.1",1.603045524,4,796.729,1238.159,441.431,549.097,829.02825,1343.1335,861.328,1399.658,514.10525,0.0816,0.1361,2.49525040937015,0.1361,796.729,1238.159,0.1088,829.028,1378.125,107.666,1.140445524,0.0816,829.028,1356.592,"DV","DV"
"DV1","DV1_5.2",1.611109594,4,785.962,1281.226,495.264,570.63,815.57,1337.7505,829.028,1399.658,522.18025,0.0816,0.1905,2.48276095859436,0.1905,785.962,1281.226,0.1633,829.028,1335.059,75.366,1.066909594,0.1088,829.028,1399.658,"DV","DV"
"DV1","DV1_5.3",0.873493152999998,3,753.662,1238.159,398.364,613.696,836.206,1317.114,915.161,1367.358,480.908,0.0544,0.1088,3.43448599419074,0.1088,753.662,1367.358,0.1088,839.795,1238.159,215.332,0.601493152999998,0.0544,915.161,1345.825,"DV","DV"
"DV1","DV1_5.4",1.319945209,4,775.195,1324.292,441.431,624.463,834.4115,1399.65825,882.861,1464.258,565.24675,0.1905,0.2993,3.03042881835257,0.1905,775.195,1378.125,0.2177,839.795,1464.258,183.032,0.421945208999997,0.2993,882.861,1324.292,"DV","DV"
"DV1","DV1_5.5",1.47523288100001,4,807.495,1248.926,441.431,559.863,861.328,1361.975,893.628,1421.191,500.647,0.0816,0.1088,2.71143631050884,0.1088,807.495,1248.926,0.0816,861.328,1421.191,118.432,1.09443288100001,0.1088,893.628,1410.425,"DV","DV"
"DV1","DV1_5.6",1.39869029899995,5,796.729,1281.226,398.364,559.863,857.0216,1356.592,882.861,1410.425,499.5702,0.1088,0.1633,3.5747727739121,0.1361,796.729,1356.592,0.1361,872.095,1345.825,161.499,0.718290298999952,0.1361,872.095,1388.892,"DV","DV"
"DV1","DV1_5.7",1.34511083000001,4,839.795,1270.459,387.598,516.797,858.6365,1313.5255,882.861,1356.592,454.889,0.0544,0.0816,2.97373265517457,0.0544,850.562,1281.226,0.0816,839.795,1356.592,129.199,1.04591083000001,0.0816,861.328,1345.825,"DV","DV"
"DV1","DV1_6.1",0.897581263999999,2,807.495,1044.36,236.865,419.897,812.8785,1141.2595,818.262,1238.159,328.381,0.1633,0.1633,2.22821050328876,0.1633,807.495,1044.36,0.1633,818.262,1238.159,183.032,0.570981263999999,0.1633,818.262,1238.159,"DV","DV"
"DV1","DV1_6.2",1.718772632,4,753.662,1012.061,258.398,441.431,785.962,1152.02625,818.262,1238.159,366.0645,0.1361,0.1905,2.327242082826,0.1905,796.729,1238.159,0.1361,818.262,1205.859,183.033,1.092772632,0.1361,753.662,1012.061,"DV","DV"
"DV1","DV1_6.3",0.802093894999985,2,818.262,1345.825,527.563,559.863,823.645,1367.3585,829.028,1388.892,543.713,0.1088,0.1633,2.49347365996351,0.1633,818.262,1345.825,0.1088,829.028,1388.892,32.3000000000001,0.529993894999985,0.1088,829.028,1388.892,"DV","DV"
"DV1","DV1_6.4",1.66148021100003,4,839.795,1216.626,376.831,484.497,872.0945,1305.45025,882.861,1367.358,433.35575,0.1905,0.2993,2.40749180972336,0.1905,882.861,1313.525,0.2177,882.861,1367.358,107.666,0.681880211000025,0.2993,839.795,1216.626,"DV","DV"
"DV1","DV1_7.1",1.39076735,4,796.729,1281.226,441.431,592.163,869.40325,1359.28375,904.395,1496.558,489.8805,0.1088,0.1633,2.87611008412011,0.1633,796.729,1281.226,0.1088,904.395,1496.558,150.732,0.901067349999997,0.1088,882.861,1324.292,"DV","DV"
"DV1","DV1_7.2",1.64813468200001,5,904.395,1313.525,398.364,430.664,934.5412,1345.8252,979.761,1378.125,411.284,0.0816,0.1361,3.03373265219595,0.0816,904.395,1335.059,0.0816,947.461,1378.125,32.3,1.13123468200001,0.1088,915.161,1313.525,"DV","DV"
"DV1","DV1_7.3",1.714725982,5,818.262,1259.692,419.897,506.03,889.3214,1358.7452,915.161,1410.425,469.4238,0.0816,0.1633,2.91591779239745,0.1633,818.262,1259.692,0.0816,915.161,1399.658,86.133,1.197825982,0.0816,915.161,1335.059,"DV","DV"
"DV1","DV1_7.4",1.31517818,4,818.262,1238.159,398.364,516.797,853.25325,1326.98375,882.861,1388.892,473.7305,0.1361,0.2177,3.04141298937912,0.2177,818.262,1302.759,0.1361,839.795,1238.159,118.433,0.689178180000004,0.1361,882.861,1378.125,"DV","DV"
"DV1","DV1_7.5",1.68143033199999,5,796.729,1324.292,473.73,527.563,863.4816,1354.4386,904.395,1388.892,490.9568,0.0816,0.2177,2.9736587385412,0.1361,796.729,1324.292,0.0816,882.861,1367.358,53.833,0.973830331999991,0.2177,850.562,1335.059,"DV","DV"
"DV1","DV1_7.6",1.74802163300001,5,904.395,1270.459,322.998,441.431,960.381,1335.0586,1001.294,1388.892,374.6778,0.0544,0.1361,2.86037649969975,0.0544,904.395,1270.459,0.0544,1001.294,1388.892,118.433,1.36712163300001,0.0544,979.761,1302.759,"DV","DV"
"DV1","DV1_8.1",1.569412124,5,775.195,1238.159,430.664,527.563,863.4814,1345.8254,915.161,1410.425,482.3436,0.0816,0.1361,3.1859063171096,0.1361,775.195,1238.159,0.1088,861.328,1388.892,96.899,1.052512124,0.0816,872.095,1302.759,"DV","DV"
"DV1","DV1_8.2",1.63648101799998,5,861.328,1335.059,430.664,538.33,895.7812,1367.3584,936.694,1399.658,471.5772,0.0544,0.1361,3.05533638643161,0.1088,861.328,1399.658,0.1088,893.628,1388.892,107.666,1.14678101799998,0.0544,872.095,1335.059,"DV","DV"
"DV1","DV1_8.3",1.99865304600002,5,807.495,1205.859,398.364,516.797,869.9414,1317.832,915.161,1356.592,447.8906,0.1088,0.1905,2.50168482719234,0.1361,829.028,1345.825,0.1088,893.628,1356.592,118.433,1.34565304600002,0.1905,807.495,1205.859,"DV","DV"
"DV1","DV1_8.4",1.43527433500003,4,850.562,1238.159,387.598,419.897,893.62825,1294.68375,915.161,1324.292,401.056,0.0544,0.1088,2.78692365804751,0.1088,850.562,1238.159,0.1088,904.395,1324.292,32.299,1.08167433500003,0.0544,904.395,1291.992,"DV","DV"
"DV1","DV1_8.5",1.50234322900002,4,818.262,1313.525,419.897,506.03,872.09475,1321.60025,893.628,1324.292,449.5055,0.0816,0.1088,2.66250742359485,0.1088,818.262,1324.292,0.0816,893.628,1324.292,86.133,1.09434322900002,0.1088,882.861,1324.292,"DV","DV"
"DV1","DV1_8.6",1.28772276799998,4,818.262,1270.459,387.598,559.863,877.47825,1324.292,904.395,1378.125,446.814,0.0544,0.1088,3.10625866017154,0.1088,818.262,1378.125,0.0816,882.861,1270.459,172.265,0.961322767999981,0.0544,904.395,1313.525,"DV","DV"
"DV1","DV1_8.7",0.777999173000012,2,872.095,1227.393,355.298,409.131,893.628,1275.8425,915.161,1324.292,382.2145,0.0816,0.0816,2.57069682000802,0.0816,915.161,1324.292,0.0816,872.095,1227.393,53.833,0.614799173000012,0.0816,872.095,1227.393,"DV","DV"
"DVGG12","DVGG12_9.2",1.03486352900001,2,818.262,1076.66,236.865,258.398,845.1785,1092.81,872.095,1108.96,247.6315,0.1361,0.1361,1.93262197763662,0.1361,818.262,1076.66,0.1361,872.095,1108.96,21.533,0.762663529000006,0.1361,872.095,1108.96,"DV","DV"
"DVGG12","DVGG12_9.4",1.16839430699997,2,818.262,1001.294,118.433,344.531,850.5615,1082.0435,882.861,1162.793,231.482,0.1361,0.2449,1.71175089438368,0.1361,818.262,1162.793,0.2449,882.861,1001.294,226.098,0.787394306999971,0.2449,882.861,1001.294,"DV","DV"
"DVGG12","DVGG12_9.5",0.667653889000007,2,829.028,1001.294,172.266,430.664,866.7115,1168.1765,904.395,1335.059,301.465,0.0544,0.1088,2.99556406837612,0.1088,904.395,1335.059,0.0544,829.028,1001.294,258.398,0.504453889000007,0.0544,829.028,1001.294,"DV","DV"
"DVGG12","DVGG12_9.6",0.734419279000008,2,829.028,925.928,96.899,452.197,872.0945,1146.643,915.161,1367.358,274.548,0.1088,0.1633,2.72324005808129,0.1088,915.161,1367.358,0.1633,829.028,925.928,355.298,0.462319279000008,0.1633,829.028,925.928,"DV","DV"
"DVGG12","DVGG12_9.7",1.20177700099998,2,829.028,915.161,86.133,344.531,882.861,1098.1935,936.694,1281.226,215.332,0.1361,0.3265,1.66420225910117,0.1361,936.694,1281.226,0.3265,829.028,915.161,258.398,0.739177000999982,0.3265,829.028,915.161,"DV","DV"
"DVGG12","DVGG12_9.8",1.379818038,2,861.328,1055.127,183.032,506.03,866.7115,1211.2425,872.095,1367.358,344.531,0.1361,0.2449,1.44946648392779,0.1361,861.328,1367.358,0.2449,872.095,1055.127,322.998,0.998818037999996,0.2449,872.095,1055.127,"DV","DV"
"DVGG12","DVGG12_9.9",0.956970575000014,2,807.495,1001.294,193.799,473.73,829.0285,1162.793,850.562,1324.292,333.7645,0.1905,0.2993,2.08992841812296,0.1905,850.562,1324.292,0.2993,807.495,1001.294,279.931,0.467170575000014,0.2993,807.495,1001.294,"DV","DV"
"DVGG12","DVGG12_9.10",0.956970575000014,2,850.562,1033.594,161.499,430.664,861.3285,1157.41,872.095,1281.226,296.0815,0.1905,0.2449,2.08992841812296,0.1905,850.562,1281.226,0.2449,872.095,1033.594,269.165,0.521570575000014,0.2449,872.095,1033.594,"DV","DV"
"DVGG12","DVGG12_9.11",0.979225703999987,2,829.028,958.228,129.199,279.932,872.0945,1076.6605,915.161,1195.093,204.5655,0.1633,0.2449,2.04243004634203,0.1633,915.161,1195.093,0.2449,829.028,958.228,150.733,0.571025703999987,0.2449,829.028,958.228,"DV","DV"
"DVGG12","DVGG12_9.12",1.335307779,3,775.195,936.694,107.666,516.797,839.794666666667,1137.67066666667,915.161,1431.958,297.876,0.0816,0.1633,2.24667304959959,0.1361,915.161,1431.958,0.1633,829.028,936.694,409.131,0.954307779000004,0.0816,775.195,1044.36,"DV","DV"
"DVGG12","DVGG12_9.13",1.19064943600006,2,775.195,936.694,161.499,527.563,845.178,1189.7095,915.161,1442.725,344.531,0.1361,0.3537,1.67975555149039,0.1361,915.161,1442.725,0.3537,775.195,936.694,366.064,0.700849436000058,0.3537,775.195,936.694,"DV","DV"
"DVGG12","DVGG12_9.14",1.12388404799992,3,785.962,947.461,161.499,602.93,850.561666666667,1162.793,947.461,1550.391,312.231666666667,0.1361,0.2177,2.66931451277277,0.1361,947.461,1550.391,0.2177,818.262,990.527,441.431,0.552384047999923,0.2177,785.962,947.461,"DV","DV"
"DVGG12","DVGG12_9.15",1.41320073199995,2,850.562,1022.827,172.266,344.531,877.4785,1135.8765,904.395,1248.926,258.3985,0.2177,0.3537,1.41522711863418,0.3537,904.395,1248.926,0.2177,850.562,1022.827,172.265,0.84180073199995,0.2177,850.562,1022.827,"DV","DV"
"DVGG12","DVGG12_9.16",1.19064943600006,2,818.262,1033.594,215.332,506.03,866.7115,1227.3925,915.161,1421.191,360.681,0.2449,0.381,1.67975555149039,0.381,915.161,1421.191,0.2449,818.262,1033.594,290.698,0.564749436000058,0.2449,818.262,1033.594,"DV","DV"
"DVGG12","DVGG12_9.17",1.35756290799998,3,721.362,915.161,86.133,473.73,803.906333333333,1055.127,850.562,1324.292,251.220666666667,0.0816,0.2993,2.20984234492657,0.1361,850.562,1324.292,0.2993,839.795,925.928,387.597,0.840562907999977,0.0816,721.362,915.161,"DV","DV"
"DVGG12","DVGG12_9.18",1.47996612199995,3,807.495,904.395,96.899,527.563,843.383666666667,1101.78233333333,893.628,1421.191,258.398,0.1633,0.2177,2.02707342783357,0.1633,893.628,1421.191,0.1905,807.495,904.395,430.664,0.908466121999951,0.2177,829.028,979.761,"DV","DV"
"DVGG12","DVGG12_9.19",1.51334881599996,3,850.562,1055.127,193.799,570.63,854.150666666667,1277.63666666667,861.328,1421.191,423.486333333333,0.1361,0.2721,1.98235857343815,0.1633,850.562,1421.191,0.2721,861.328,1055.127,376.831,0.941848815999962,0.1361,850.562,1356.592,"DV","DV"
"DVGG12","DVGG12_9.20",1.56898664000005,3,796.729,1033.594,183.032,462.964,868.506,1162.793,915.161,1378.125,294.287,0.1361,0.2721,1.91206217026801,0.1361,915.161,1378.125,0.2721,893.628,1076.66,279.932,0.970286640000048,0.1905,796.729,1033.594,"DV","DV"
"DVGG12","DVGG12_9.21",1.34643534400016,3,818.262,1044.36,215.332,484.497,861.328333333333,1169.97066666667,893.628,1378.125,308.642666666667,0.1088,0.1633,2.22810550344529,0.1361,893.628,1378.125,0.1633,872.095,1087.427,269.165,0.938235344000156,0.1088,818.262,1044.36,"DV","DV"
"DVGG12","DVGG12_10.1",0.971863068999994,2,850.562,915.161,64.6,322.998,855.945,1049.7435,861.328,1184.326,193.799,0.1088,0.1633,2.05790307687884,0.1633,861.328,1184.326,0.1088,850.562,915.161,258.398,0.699763068999994,0.1088,850.562,915.161,"DV","DV"
"DVGG12","DVGG12_10.2",1.63199647499999,3,818.262,958.228,139.966,387.598,854.150666666667,1083.838,893.628,1238.159,229.687666666667,0.0816,0.1361,1.8382392645793,0.1361,850.562,1238.159,0.1361,893.628,1055.127,247.632,1.27819647499999,0.0816,818.262,958.228,"DV","DV"
"DVGG12","DVGG12_10.3",1.22858161600001,2,829.028,1044.36,183.032,333.765,845.178,1103.5765,861.328,1162.793,258.3985,0.1905,0.2721,1.62789347810002,0.1905,829.028,1162.793,0.2721,861.328,1044.36,150.733,0.765981616000014,0.2721,861.328,1044.36,"DV","DV"
"DVGG12","DVGG12_10.4",1.50363720199999,3,785.962,872.095,86.133,624.463,832.617333333333,1123.31533333333,861.328,1475.024,290.698333333333,0.1633,0.2993,1.99516212821131,0.1633,850.562,1475.024,0.2993,861.328,1022.827,538.33,0.796137201999993,0.2449,785.962,872.095,"DV","DV"
"DVGG12","DVGG12_10.5",1.705344631,3,807.495,968.994,161.499,689.062,825.439666666667,1177.14833333333,850.562,1539.624,351.708666666667,0.1633,0.2449,1.75917521037423,0.1633,850.562,1539.624,0.1905,818.262,1022.827,527.563,1.106644631,0.2449,807.495,968.994,"DV","DV"
"DVGG12","DVGG12_10.6",1.33860385099996,2,925.928,1152.026,215.332,484.497,931.311,1281.2255,936.694,1410.425,349.9145,0.1088,0.2177,1.49409401333036,0.1088,925.928,1410.425,0.2177,936.694,1152.026,269.165,1.01210385099996,0.2177,936.694,1152.026,"DV","DV"
"DVGG12","DVGG12_10.7",1.77869278700001,3,839.795,947.461,96.899,570.63,911.572333333333,1169.971,979.761,1550.391,258.398333333333,0.1088,0.2721,1.68663190289307,0.1088,979.761,1550.391,0.2721,915.161,1012.061,473.731,1.18009278700001,0.2177,839.795,947.461,"DV","DV"
"DVGG12","DVGG12_10.8",1.448626085,3,807.495,1001.294,193.799,559.863,854.150666666667,1169.97066666667,904.395,1464.258,315.820333333333,0.0816,0.2721,2.07092777844049,0.1088,904.395,1464.258,0.2721,850.562,1044.36,366.064,0.986126085000001,0.0816,807.495,1001.294,"DV","DV"
"DVGG12","DVGG12_10.9",1.06354826500001,2,850.562,1044.36,139.966,430.664,877.4785,1162.793,904.395,1281.226,285.315,0.1905,0.3537,1.88049763778232,0.1905,850.562,1281.226,0.3537,904.395,1044.36,290.698,0.519348265000009,0.3537,904.395,1044.36,"DV","DV"
"DVGG12","DVGG12_10.10",1.37527792900005,2,839.795,904.395,64.6,215.332,872.095,1012.061,904.395,1119.727,139.966,0.3265,0.4626,1.454251506424,0.3265,904.395,1119.727,0.4626,839.795,904.395,150.732,0.586177929000049,0.4626,839.795,904.395,"DV","DV"
"DVGG12","DVGG12_11.1",1.090909606,2,796.729,915.161,118.433,527.563,845.1785,1168.176,893.628,1421.191,322.998,0.1633,0.2449,1.83333246769485,0.1633,893.628,1421.191,0.2449,796.729,915.161,409.13,0.682709606,0.2449,796.729,915.161,"DV","DV"
"DVGG12","DVGG12_11.2",1.150685475,3,829.028,1055.127,226.099,484.497,832.617,1144.84866666667,839.795,1324.292,312.231666666667,0.1361,0.2177,2.60714162573399,0.1361,839.795,1324.292,0.2177,829.028,1055.127,258.398,0.633585475000003,0.1633,829.028,1055.127,"DV","DV"
"DVGG12","DVGG12_11.3",0.91158200000001,2,807.495,979.761,172.266,409.131,845.178,1135.8765,882.861,1291.992,290.6985,0.1633,0.2993,2.19398803398924,0.1633,882.861,1291.992,0.2993,807.495,979.761,236.865,0.44898200000001,0.2993,807.495,979.761,"DV","DV"
"DVGG12","DVGG12_11.4",1.04607770499999,3,796.729,915.161,86.133,312.231,846.973,1019.23833333333,872.095,1184.326,172.265666666667,0.1633,0.1905,2.86785578706128,0.1633,872.095,1184.326,0.1905,872.095,958.228,226.098,0.501777704999988,0.1905,796.729,915.161,"DV","DV"
"DVGG12","DVGG12_11.5",1.25529324499999,3,839.795,1012.061,139.966,452.197,868.506,1213.03733333333,893.628,1345.825,344.531333333333,0.1361,0.1905,2.3898798244549,0.1361,839.795,1281.226,0.1361,893.628,1345.825,312.231,0.79259324499999,0.1905,872.095,1012.061,"DV","DV"
"DVGG12","DVGG12_11.6",1.509239686,3,818.262,990.527,172.266,549.097,872.095,1184.326,925.928,1421.191,312.231666666667,0.1633,0.3265,1.98775584012836,0.1633,872.095,1421.191,0.3265,925.928,1141.26,376.831,0.774539686000001,0.2449,818.262,990.527,"DV","DV"
"DVGG12","DVGG12_11.7",1.40473291699999,3,872.095,968.994,96.899,570.63,872.095,1152.02633333333,872.095,1442.725,279.931666666667,0.1905,0.2449,2.13563728997462,0.1905,872.095,1442.725,0.2449,872.095,1044.36,473.731,0.77883291699999,0.1905,872.095,968.994,"DV","DV"
"DVGG12","DVGG12_11.8",1.539228622,3,872.095,1022.827,150.732,581.396,875.683666666667,1241.748,882.861,1453.491,366.064,0.1633,0.2721,1.94902820615559,0.1905,872.095,1453.491,0.2721,872.095,1022.827,430.664,0.913328621999996,0.1633,882.861,1248.926,"DV","DV"
"DVGG12","DVGG12_11.9",1.35990101599998,3,839.795,1044.36,150.732,667.529,879.272666666667,1216.62566666667,904.395,1507.324,337.353333333333,0.1633,0.2177,2.20604291393517,0.1633,839.795,1507.324,0.2177,904.395,1098.193,516.797,0.761201015999981,0.2177,893.628,1044.36,"DV","DV"
"DVGG12","DVGG12_11.10",1.41967688399995,3,872.095,1065.894,172.266,506.03,904.394666666667,1195.093,968.994,1378.125,290.698333333333,0.1633,0.2177,2.11315689774949,0.1905,872.095,1378.125,0.2177,968.994,1141.26,333.764,0.848176883999955,0.1633,872.095,1065.894,"DV","DV"
"DVGG12","DVGG12_11.11",1.41967688499994,3,818.262,1001.294,183.032,559.863,850.561666666667,1166.382,882.861,1442.725,315.82,0.1088,0.2449,2.11315689626102,0.1088,882.861,1442.725,0.1905,818.262,1001.294,376.831,0.875476884999944,0.2449,850.562,1055.127,"DV","DV"
