"individual","call.id","call.dur","nnotes","min5","min95","minbw","maxbw","mean5","mean95","max5","max95","meanbw","mindurnote","maxdurnote","noterate","note1dur","note1minfreq","note1maxfreq","note2dur","note2minfreq","note2maxfreq","range.bw","rest.dur","lastnotedur","lastnoteminfreq","lastnotemaxfreq","site","Site"
"DKGG7","DKGG7_29.3",1.26608081699999,2,645.996,1012.061,322.998,366.064,678.296,1022.8275,710.596,1033.594,344.531,0.2449,0.2721,1.57967798986091,0.2721,645.996,1012.061,0.2449,710.596,1033.594,43.066,0.749080816999988,0.2449,710.596,1033.594,"DK","DK"
"DKGG7","DKGG7_29.4",1.42434091900003,3,624.463,839.795,183.032,290.698,707.007,936.694333333333,753.662,1044.36,229.687333333333,0.1088,0.1633,2.10623731999932,0.1088,753.662,1044.36,0.1088,742.896,925.928,107.666,1.04344091900003,0.1633,624.463,839.795,"DK","DK"
"DKGG7","DKGG7_29.5",2.110134695,3,710.596,979.761,269.165,333.765,721.362333333333,1022.82733333333,732.129,1065.894,301.465,0.1361,0.1905,1.42171019087481,0.1633,732.129,1065.894,0.1361,710.596,979.761,64.6,1.620234695,0.1905,721.362,1022.827,"DK","DK"
"DKGG7","DKGG7_29.6",2.098694169,2,656.763,807.495,150.732,204.565,705.2125,882.8615,753.662,958.228,177.6485,0.1361,0.1633,0.952973534468329,0.1361,753.662,958.228,0.1633,656.763,807.495,53.833,1.799294169,0.1633,656.763,807.495,"DK","DK"
"DKGG7","DKGG7_29.7",1.76497341100003,3,699.829,936.694,236.865,376.831,717.773666666667,1008.47166666667,742.896,1119.727,290.698,0.1905,0.2177,1.69974231980085,0.1905,742.896,1119.727,0.2177,699.829,936.694,139.966,1.13907341100003,0.2177,710.596,968.994,"DK","DK"
"DKGG7","DKGG7_29.8",3.112448675,4,678.296,893.628,215.332,301.465,718.67075,982.4525,753.662,1022.827,263.78175,0.0816,0.2449,1.28516175451472,0.2177,753.662,1012.061,0.2449,742.896,1022.827,86.133,2.404948675,0.0816,678.296,893.628,"DK","DK"
"DKGG7","DKGG7_30.1",2.71037484999999,3,721.362,1033.594,301.465,409.131,739.306666666667,1091.016,764.429,1173.56,351.709,0.1361,0.1633,1.1068579683729,0.1361,721.362,1065.894,0.1633,732.129,1033.594,107.666,2.24767484999999,0.1633,764.429,1173.56,"DK","DK"
"DKGG7","DKGG7_30.2",2.127129629,3,753.662,1108.96,333.765,409.131,764.428666666667,1134.082,775.195,1162.793,369.653333333333,0.1361,0.2449,1.41035128235713,0.2449,764.429,1130.493,0.2177,775.195,1108.96,75.366,1.528429629,0.1361,753.662,1162.793,"DK","DK"
"DKGG7","DKGG7_30.3",3.327928614,3,732.129,1065.894,333.765,452.197,742.895666666667,1141.26,753.662,1195.093,398.364333333333,0.1633,0.1905,0.901461644152923,0.1633,753.662,1162.793,0.1905,742.896,1195.093,118.432,2.810828614,0.1633,732.129,1065.894,"DK","DK"
"DKGG7","DKGG7_30.4",1.54388440899999,2,764.429,1022.827,258.398,387.598,764.429,1087.4265,764.429,1152.026,322.998,0.2177,0.2177,1.2954337697441,0.2177,764.429,1152.026,0.2177,764.429,1022.827,129.2,1.10848440899999,0.2177,764.429,1022.827,"DK","DK"
"DKGG7","DKGG7_30.5",1.88696983199998,2,624.463,796.729,172.266,355.298,662.146,925.928,699.829,1055.127,263.782,0.1905,0.2449,1.05990035774988,0.2449,699.829,1055.127,0.1905,624.463,796.729,183.032,1.45156983199998,0.1905,624.463,796.729,"DK","DK"
"DKGG7","DKGG7_30.6",1.68111857700001,2,775.195,947.461,172.266,376.831,775.195,1049.7435,775.195,1152.026,274.5485,0.1088,0.1361,1.18968407544996,0.1361,775.195,1152.026,0.1088,775.195,947.461,204.565,1.43621857700001,0.1088,775.195,947.461,"DK","DK"
"DKGG7","DKGG7_30.7",1.50957586600003,2,796.729,1119.727,290.698,322.998,812.8785,1119.727,829.028,1119.727,306.848,0.1361,0.1361,1.32487544683624,0.1361,796.729,1119.727,0.1361,829.028,1119.727,32.3,1.23737586600003,0.1361,829.028,1119.727,"DK","DK"
"DKGG7","DKGG7_30.8",1.303724612,2,818.262,1022.827,204.565,226.099,823.645,1038.977,829.028,1055.127,215.332,0.1361,0.1633,1.5340663063282,0.1361,829.028,1055.127,0.1633,818.262,1022.827,21.534,1.004324612,0.1633,818.262,1022.827,"DK","DK"
"DKGG7","DKGG7_30.9",1.40665023899999,2,829.028,1065.894,236.865,258.398,839.795,1087.427,850.562,1108.96,247.6315,0.0816,0.1088,1.42181755247263,0.0816,850.562,1108.96,0.1088,829.028,1065.894,21.533,1.21625023899999,0.1088,829.028,1065.894,"DK","DK"
"DKGG7","DKGG7_30.10",1.26941606899993,2,785.962,1022.827,236.865,269.165,785.962,1038.977,785.962,1055.127,253.015,0.0816,0.1361,1.57552755856922,0.1361,785.962,1055.127,0.0816,785.962,1022.827,32.3,1.05171606899993,0.0816,785.962,1022.827,"DK","DK"
"DKGG7","DKGG7_30.11",2.02420400200003,2,764.429,1055.127,258.398,355.298,780.579,1087.427,796.729,1119.727,306.848,0.1633,0.2449,0.98804270618173,0.1633,764.429,1119.727,0.2449,796.729,1055.127,96.9,1.61600400200003,0.2449,796.729,1055.127,"DK","DK"
"DKGG7","DKGG7_30.12",1.44095878100006,2,753.662,1022.827,226.099,398.364,775.1955,1087.4265,796.729,1152.026,312.2315,0.1633,0.1633,1.38796475400354,0.1633,753.662,1152.026,0.1633,796.729,1022.827,172.265,1.11435878100006,0.1633,796.729,1022.827,"DK","DK"
"DKGG7","DKGG7_30.13",1.40665023899999,2,742.896,1065.894,322.998,344.531,753.6625,1087.427,764.429,1108.96,333.7645,0.2721,0.381,1.42181755247263,0.2721,764.429,1108.96,0.381,742.896,1065.894,21.533,0.753550238999987,0.381,742.896,1065.894,"DK","DK"
"DKGG7","DKGG7_30.14",1.95558691700012,2,796.729,1119.727,322.998,355.298,796.729,1135.8765,796.729,1152.026,339.148,0.3537,0.3537,1.02271087140837,0.3537,796.729,1119.727,0.3537,796.729,1152.026,32.3,1.24818691700012,0.3537,796.729,1152.026,"DK","DK"
"DKGG9","DKGG9_31.1",2.086369908,3,732.129,1001.294,215.332,355.298,760.84,1058.716,785.962,1119.727,297.876,0.1905,0.2177,1.43790417437328,0.2177,732.129,1055.127,0.2177,785.962,1001.294,139.966,1.460469908,0.1905,764.429,1119.727,"DK","DK"
"DKGG9","DKGG9_31.2",1.366075536,2,721.362,1012.061,258.398,333.765,737.512,1033.594,753.662,1055.127,296.0815,0.1905,0.2177,1.4640478855629,0.2177,721.362,1055.127,0.1905,753.662,1012.061,75.367,0.957875535999997,0.1905,753.662,1012.061,"DK","DK"
"DKGG9","DKGG9_31.3",1.316400061,2,721.362,979.761,226.099,301.465,737.512,1001.294,753.662,1022.827,263.782,0.1633,0.1905,1.5192949766963,0.1633,721.362,1022.827,0.1905,753.662,979.761,75.366,0.962600060999996,0.1905,753.662,979.761,"DK","DK"
"DKGG9","DKGG9_31.5",1.46542648400003,3,764.429,1033.594,215.332,290.698,782.373333333333,1044.36033333333,818.262,1055.127,261.987333333333,0.1088,0.1361,2.04718560279543,0.1088,764.429,1055.127,0.1361,818.262,1033.594,75.366,1.11172648400003,0.1088,764.429,1044.36,"DK","DK"
"DKGG9","DKGG9_31.6",1.96218122300002,3,710.596,990.527,204.565,344.531,750.073333333333,1030.00466666667,785.962,1055.127,279.931333333333,0.2177,0.2449,1.52891076768803,0.2177,710.596,1055.127,0.2177,785.962,990.527,139.966,1.28188122300002,0.2449,753.662,1044.36,"DK","DK"
"DKGG9","DKGG9_32.1",1.46336214,3,602.93,775.195,172.266,258.398,660.351666666667,861.328,775.195,1033.594,200.976666666667,0.0987,0.2844,2.05007353818789,0.0987,775.195,1033.594,0.2844,602.93,775.195,86.132,0.882862139999997,0.1974,602.93,775.195,"DK","DK"
"DKGG9","DKGG9_32.3",1.43155,2,689.062,1033.594,344.531,344.531,689.062,1033.594,689.062,1033.594,344.531,0.1277,0.1335,1.39708707345185,0.1335,689.062,1033.594,0.1277,689.062,1033.594,0,1.17035,0.1277,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_32.4",0.986178799999976,2,689.062,1033.594,344.531,430.664,689.062,1076.6605,689.062,1119.727,387.5975,0.1741,0.1916,2.0280298055485,0.1741,689.062,1119.727,0.1916,689.062,1033.594,86.133,0.620478799999976,0.1916,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_32.5",1.4951744,2,689.062,1033.594,344.531,344.531,689.062,1033.594,689.062,1033.594,344.531,0.1567,0.3773,1.33763659944954,0.1567,689.062,1033.594,0.3773,689.062,1033.594,0,0.961174399999996,0.3773,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_32.6",1.33611329999999,2,689.062,1033.594,258.398,516.797,732.1285,1119.7265,775.195,1205.859,387.5975,0.2438,0.2961,1.49687904461396,0.2961,689.062,1205.859,0.2438,775.195,1033.594,258.399,0.796213299999994,0.2438,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_32.7",1.7496721,3,689.062,1033.594,258.398,430.664,717.773,1062.305,775.195,1119.727,344.531,0.2264,0.2438,1.71460698264549,0.2264,689.062,1119.727,0.238,689.062,1033.594,172.266,1.0414721,0.2438,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_32.8",1.36792550000001,2,775.195,1033.594,258.398,344.531,775.195,1076.6605,775.195,1119.727,301.4645,0.1567,0.2322,1.46206792694484,0.1567,775.195,1119.727,0.2322,775.195,1033.594,86.133,0.979025500000013,0.2322,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_32.9",1.84510879999999,3,775.195,1033.594,258.398,344.531,775.195,1062.305,775.195,1119.727,287.109,0.1045,0.1567,1.6259203793294,0.1567,775.195,1119.727,0.1451,775.195,1033.594,86.133,1.43880879999999,0.1045,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_32.10",2.13141869999998,3,689.062,1119.727,344.531,430.664,746.484,1119.727,775.195,1119.727,373.242,0.1741,0.2322,1.40751322112358,0.2322,775.195,1119.727,0.1916,775.195,1119.727,86.133,1.53351869999998,0.1741,689.062,1119.727,"DK","DK"
"DKGG9","DKGG9_32.11",3.72202979999997,3,689.062,1119.727,430.664,430.664,717.773,1148.43766666667,775.195,1205.859,430.664,0.0871,0.1858,0.80601181645564,0.1858,689.062,1119.727,0.1103,775.195,1205.859,0,3.33882979999997,0.0871,689.062,1119.727,"DK","DK"
"DKGG9","DKGG9_32.12",1.46336220000001,2,775.195,1119.727,344.531,344.531,775.195,1119.727,775.195,1119.727,344.531,0.1567,0.1683,1.3667156360879,0.1683,775.195,1119.727,0.1567,775.195,1119.727,0,1.13836220000001,0.1567,775.195,1119.727,"DK","DK"
"DKGG9","DKGG9_32.13",2.25866759999997,3,775.195,1119.727,344.531,430.664,775.195,1148.43766666667,775.195,1205.859,373.242,0.1393,0.1916,1.32821668845829,0.1393,775.195,1119.727,0.1916,775.195,1119.727,86.133,1.73616759999997,0.1916,775.195,1205.859,"DK","DK"
"DKGG9","DKGG9_32.14",1.90873320000003,3,689.062,1033.594,258.398,344.531,746.484,1062.305,775.195,1119.727,315.82,0.1335,0.2032,1.57172306742501,0.1335,775.195,1119.727,0.1567,775.195,1033.594,86.133,1.41533320000003,0.2032,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_32.15",1.68604770000002,2,775.195,1119.727,344.531,344.531,775.195,1119.727,775.195,1119.727,344.531,0.1625,0.18,1.18620606048096,0.18,775.195,1119.727,0.1625,775.195,1119.727,0,1.34354770000002,0.1625,775.195,1119.727,"DK","DK"
"DKGG9","DKGG9_32.16",0.954366599999958,2,689.062,1119.727,344.531,430.664,732.1285,1119.727,775.195,1119.727,387.5975,0.1277,0.1335,2.0956307565668,0.1335,775.195,1119.727,0.1277,689.062,1119.727,86.133,0.693166599999958,0.1277,689.062,1119.727,"DK","DK"
"DKGG9","DKGG9_32.17",1.52698699999996,2,689.062,1119.727,344.531,430.664,732.1285,1119.727,775.195,1119.727,387.5975,0.1161,0.1335,1.30976884544534,0.1161,775.195,1119.727,0.1335,689.062,1119.727,86.133,1.27738699999996,0.1335,689.062,1119.727,"DK","DK"
"DKGG9","DKGG9_32.18",0.986177999999882,2,775.195,947.461,172.266,344.531,775.195,1033.594,775.195,1119.727,258.3985,0.1393,0.1509,2.02803145071198,0.1509,775.195,1119.727,0.1393,775.195,947.461,172.265,0.695977999999882,0.1393,775.195,947.461,"DK","DK"
"DKGG9","DKGG9_32.19",1.04980300000011,2,775.195,1033.594,258.398,258.398,775.195,1033.594,775.195,1033.594,258.398,0.1045,0.1045,1.90511934143814,0.1045,775.195,1033.594,0.1045,775.195,1033.594,0,0.840803000000111,0.1045,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_32.20",1.01799099999994,2,775.195,1033.594,258.398,258.398,775.195,1033.594,775.195,1033.594,258.398,0.0871,0.1103,1.96465391147871,0.1103,775.195,1033.594,0.0871,775.195,1033.594,0,0.820590999999938,0.0871,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_32.22",1.177052,2,775.195,1119.727,344.531,344.531,775.195,1119.727,775.195,1119.727,344.531,0.1335,0.1974,1.69916027499209,0.1974,775.195,1119.727,0.1335,775.195,1119.727,0,0.846152000000003,0.1335,775.195,1119.727,"DK","DK"
"DKGG9","DKGG9_32.23",2.32229199999983,3,689.062,1033.594,258.398,516.797,746.484,1148.43733333333,775.195,1205.859,401.953,0.1683,0.18,1.29182721208195,0.18,775.195,1205.859,0.1683,775.195,1033.594,258.399,1.80569199999983,0.1683,689.062,1205.859,"DK","DK"
"DKGG9","DKGG9_32.24",1.14523899999995,2,689.062,947.461,172.266,430.664,732.1285,1033.594,775.195,1119.727,301.465,0.1625,0.2032,1.74636036670083,0.1625,689.062,1119.727,0.2032,775.195,947.461,258.398,0.779538999999947,0.2032,775.195,947.461,"DK","DK"
"DKGG9","DKGG9_33.1",1.954966688,3,710.596,1076.66,312.231,387.598,742.895666666667,1087.42666666667,764.429,1098.193,344.531333333333,0.1633,0.2177,1.53455300206118,0.1633,710.596,1098.193,0.2177,764.429,1076.66,75.367,1.410666688,0.1633,753.662,1087.427,"DK","DK"
"DKGG9","DKGG9_33.2",1.09026988300002,2,721.362,925.928,172.266,344.531,737.512,995.911,753.662,1065.894,258.3985,0.1905,0.2177,1.83440818753678,0.1905,721.362,1065.894,0.2177,753.662,925.928,172.265,0.682069883000019,0.2177,753.662,925.928,"DK","DK"
"DKGG9","DKGG9_33.3",1.240651937,2,807.495,1065.894,226.099,258.398,834.4115,1076.6605,861.328,1087.427,242.2485,0.0816,0.1088,1.61205567843321,0.0816,861.328,1087.427,0.1088,807.495,1065.894,32.299,1.050251937,0.1088,807.495,1065.894,"DK","DK"
"DKGG9","DKGG9_34.1",1.75798615,3,689.062,1033.594,344.531,344.531,746.484,1091.016,775.195,1119.727,344.531,0.1219,0.2032,1.7064980858922,0.1567,775.195,1119.727,0.2032,689.062,1033.594,0,1.27618615,0.1219,775.195,1119.727,"DK","DK"
"DKGG9","DKGG9_34.2",1.17374744,2,689.062,1033.594,344.531,344.531,732.1285,1076.6605,775.195,1119.727,344.531,0.1974,0.209,1.70394407846376,0.1974,775.195,1119.727,0.209,689.062,1033.594,0,0.76734744,0.209,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_34.3",1.31540660000002,2,689.062,1033.594,258.398,430.664,732.1285,1076.6605,775.195,1119.727,344.531,0.1741,0.1858,1.52044242441841,0.1858,689.062,1119.727,0.1741,775.195,1033.594,172.266,0.955506600000017,0.1741,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_34.4",1.69990999999999,3,689.062,947.461,172.266,430.664,746.484,1062.305,775.195,1119.727,315.820333333333,0.1509,0.238,1.76479931290481,0.238,689.062,1119.727,0.2206,775.195,947.461,258.398,1.09040999999999,0.1509,775.195,1119.727,"DK","DK"
"DKGG9","DKGG9_34.5",0.910666100000014,2,689.062,1033.594,344.531,344.531,689.062,1033.594,689.062,1033.594,344.531,0.1277,0.1509,2.19619463159985,0.1509,689.062,1033.594,0.1277,689.062,1033.594,0,0.632066100000015,0.1277,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_34.6",0.971377200000006,2,689.062,1033.594,344.531,430.664,689.062,1076.6605,689.062,1119.727,387.5975,0.0871,0.0987,2.05893241060217,0.0987,689.062,1119.727,0.0871,689.062,1033.594,86.133,0.785577200000006,0.0871,689.062,1033.594,"DK","DK"
"DKGG9","DKGG9_34.7",1.07256239999998,2,689.062,1033.594,258.398,344.531,732.1285,1033.594,775.195,1033.594,301.4645,0.1393,0.1567,1.86469337355107,0.1567,689.062,1033.594,0.1393,775.195,1033.594,86.133,0.776562399999981,0.1393,775.195,1033.594,"DK","DK"
"DKGG9","DKGG9_34.8",1.04642890000002,2,689.062,947.461,172.266,344.531,732.1285,990.5275,775.195,1033.594,258.3985,0.1858,0.1974,1.91126219851149,0.1974,689.062,1033.594,0.1858,775.195,947.461,172.265,0.663228900000024,0.1858,775.195,947.461,"DK","DK"
"ICGG1","ICGG1_36.1",1.592670478,5,732.129,850.562,96.899,258.398,755.8156,923.7746,796.729,1012.061,167.9586,0.1361,0.2177,3.13938135293294,0.1633,753.662,1012.061,0.2177,742.896,893.628,161.499,0.748970478000002,0.1633,796.729,947.461,"IC","IC"
"ICGG10","ICGG10_37.1",2.099875965,4,678.296,850.562,96.899,215.332,740.204,877.47825,775.195,893.628,137.274,0.0544,0.2449,1.90487441480859,0.0544,742.896,850.562,0.0544,775.195,872.095,118.433,1.664575965,0.2449,678.296,893.628,"IC","IC"
"ICGG10","ICGG10_37.2",1.95988423400001,5,710.596,904.395,96.899,215.332,775.1956,949.6142,872.095,1022.827,174.419,0.0816,0.1633,2.55117109126149,0.0816,807.495,1022.827,0.0816,872.095,968.994,118.433,1.36118423400001,0.1361,710.596,904.395,"IC","IC"
"ICGG10","ICGG10_37.3",2.21186935000003,6,667.529,807.495,86.133,204.565,753.662,900.805833333333,829.028,958.228,147.143666666667,0.0816,0.2449,2.71263761577958,0.1088,764.429,904.395,0.1361,829.028,915.161,118.432,1.28666935000003,0.1633,667.529,807.495,"IC","IC"
"ICGG10","ICGG10_37.4",0.783953694000047,2,796.729,947.461,150.732,161.499,834.412,990.5275,872.095,1033.594,156.1155,0.1088,0.4354,2.55117108995966,0.1088,872.095,1033.594,0.4354,796.729,947.461,10.767,0.239753694000047,0.4354,796.729,947.461,"IC","IC"
"ICGG10","ICGG10_37.5",2.01588092600002,6,678.296,850.562,107.666,226.099,769.812166666667,958.227666666667,839.795,1065.894,188.415666666667,0.0816,0.1633,2.97636627372897,0.0816,764.429,979.761,0.1361,829.028,936.694,118.433,1.28108092600002,0.1633,678.296,850.562,"IC","IC"
"ICGG10","ICGG10_39.1",1.75129193300006,5,699.829,818.262,118.433,355.298,755.8154,1024.9806,796.729,1108.96,269.165,0.1088,0.2449,2.85503513479601,0.1361,699.829,818.262,0.1905,796.729,1033.594,236.865,0.880491933000061,0.2449,753.662,1076.66,"IC","IC"
"ICGG11","ICGG11_40.1",1.291563721,2,710.596,872.095,161.499,183.032,710.596,882.8615,710.596,893.628,172.2655,0.0544,0.0816,1.54851051286226,0.0816,710.596,872.095,0.0544,710.596,893.628,21.533,1.155563721,0.0544,710.596,893.628,"IC","IC"
"ICGG11","ICGG11_40.2",1.87276739499998,3,699.829,850.562,150.732,226.099,724.951333333333,911.572333333333,764.429,947.461,186.621,0.0816,0.1905,1.60190742748382,0.1905,764.429,947.461,0.1361,710.596,936.694,75.367,1.46456739499998,0.0816,699.829,850.562,"IC","IC"
"ICGG11","ICGG11_40.3",2.17413226299999,5,602.93,785.962,183.032,290.698,736.4358,973.3008,796.729,1044.36,236.8652,0.1361,0.2721,2.29976808913213,0.1905,764.429,1044.36,0.1633,753.662,1044.36,107.666,1.19443226299999,0.2177,602.93,785.962,"IC","IC"
"ICGG11","ICGG11_40.4",1.63598071299998,3,721.362,1065.894,344.531,355.298,768.017666666667,1119.72666666667,796.729,1152.026,351.709,0.1905,0.1905,1.83376244974108,0.1905,721.362,1065.894,0.1905,796.729,1152.026,10.767,1.06448071299998,0.1905,785.962,1141.26,"IC","IC"
"ICGG11","ICGG11_40.5",1.33461584399998,3,624.463,968.994,215.332,344.531,739.306666666667,1001.29366666667,818.262,1044.36,261.987333333333,0.1361,0.2177,2.2478378429921,0.1361,818.262,1044.36,0.2177,775.195,990.527,129.199,0.817515843999984,0.1633,624.463,968.994,"IC","IC"
"ICGG11","ICGG11_40.6",1.20545947300002,2,796.729,1012.061,215.332,301.465,796.729,1055.127,796.729,1098.193,258.3985,0.1088,0.1361,1.65911840654635,0.1361,796.729,1012.061,0.1088,796.729,1098.193,86.133,0.960559473000019,0.1088,796.729,1098.193,"IC","IC"
"ICGG11","ICGG11_40.7",1.33461584400004,3,667.529,796.729,118.433,366.064,732.129,968.994333333333,850.562,1076.66,236.865333333333,0.0544,0.2721,2.247837842992,0.0816,678.296,796.729,0.0544,850.562,1076.66,247.631,0.926515844000041,0.2721,667.529,1033.594,"IC","IC"
"ICGG11","ICGG11_40.8",2.7036173570001,4,764.429,1076.66,301.465,355.298,777.887,1106.26825,796.729,1130.493,328.38125,0.1633,0.2177,1.47949930475308,0.2177,775.195,1076.66,0.1633,764.429,1108.96,53.833,1.9416173570001,0.1905,796.729,1108.96,"IC","IC"
"ICGG11","ICGG11_41.1",1.423790962,3,624.463,764.429,139.966,193.799,681.884666666667,843.384,721.362,893.628,161.499,0.0816,0.2721,2.10705088040867,0.0816,721.362,872.095,0.0816,699.829,893.628,53.833,0.988490961999998,0.2721,624.463,764.429,"IC","IC"
"ICGG11","ICGG11_41.2",1.67803934800003,4,549.097,624.463,75.366,290.698,651.3795,845.17825,818.262,1108.96,193.79875,0.0544,0.2177,2.38373432945265,0.0544,818.262,1108.96,0.0816,549.097,624.463,215.332,1.13383934800003,0.1905,624.463,753.662,"IC","IC"
"ICGG11","ICGG11_41.3",1.09326806000001,2,667.529,904.395,226.099,236.865,705.2125,936.6945,742.896,968.994,231.482,0.1905,0.2721,1.82937750875112,0.1905,742.896,968.994,0.2721,667.529,904.395,10.766,0.630668060000014,0.2721,667.529,904.395,"IC","IC"
"ICGG11","ICGG11_41.4",1.220392253,2,667.529,807.495,139.966,204.565,732.129,904.3945,796.729,1001.294,172.2655,0.3265,0.3265,1.6388173516208,0.3265,667.529,807.495,0.3265,796.729,1001.294,64.599,0.567392253,0.3265,796.729,1001.294,"IC","IC"
"ICGG11","ICGG11_42.1",1.05913681199996,2,581.396,635.229,53.833,473.73,629.846,893.6275,678.296,1152.026,263.7815,0.1361,0.1905,1.88833017353387,0.1361,678.296,1152.026,0.1905,581.396,635.229,419.897,0.732536811999963,0.1905,581.396,635.229,"IC","IC"
"ICGG11","ICGG11_42.2",1.230467766,2,753.662,1012.061,258.398,269.165,764.4285,1028.2105,775.195,1044.36,263.7815,0.1361,0.1361,1.62539812521996,0.1361,775.195,1044.36,0.1361,753.662,1012.061,10.767,0.958267766000004,0.1361,753.662,1012.061,"IC","IC"
"ICGG11","ICGG11_42.3",1.55755413500003,3,645.996,796.729,150.732,419.897,699.829,965.405333333333,764.429,1184.326,265.576,0.1088,0.3537,1.92609677736815,0.1088,645.996,796.729,0.1633,764.429,1184.326,269.165,0.931754135000032,0.3537,689.062,915.161,"IC","IC"
"ICGG11","ICGG11_42.4",0.91895693999993,2,775.195,1141.26,366.064,409.131,775.195,1162.793,775.195,1184.326,387.5975,0.1088,0.1633,2.17638053857034,0.1633,775.195,1141.26,0.1088,775.195,1184.326,43.067,0.64685693999993,0.1088,775.195,1184.326,"IC","IC"
"ICGG11","ICGG11_42.5",1.05913681200002,2,764.429,1195.093,430.664,430.664,775.1955,1205.8595,785.962,1216.626,430.664,0.2177,0.2449,1.88833017353377,0.2449,764.429,1195.093,0.2177,785.962,1216.626,0,0.59653681200002,0.2177,785.962,1216.626,"IC","IC"
"ICGG11","ICGG11_42.6",1.4641008860001,3,721.362,1141.26,376.831,419.897,778.784,1173.55966666667,807.495,1195.093,394.775333333333,0.2177,0.2177,2.04903912611921,0.2177,721.362,1141.26,0.2177,807.495,1184.326,43.066,0.811000886000097,0.2177,807.495,1195.093,"IC","IC"
"ICGG11","ICGG11_42.7",1.10586343600005,2,689.062,904.395,215.332,344.531,721.362,1001.294,753.662,1098.193,279.9315,0.1905,0.2449,1.80854157474821,0.1905,753.662,1098.193,0.2449,689.062,904.395,129.199,0.67046343600005,0.2449,689.062,904.395,"IC","IC"
"ICGG11","ICGG11_42.8",0.841079232999959,2,807.495,1087.427,258.398,301.465,818.2615,1098.1935,829.028,1108.96,279.9315,0.1905,0.1905,2.37789725572751,0.1905,829.028,1087.427,0.1905,807.495,1108.96,43.067,0.460079232999959,0.1905,807.495,1108.96,"IC","IC"
"ICGG11","ICGG11_43.1",1.472186761,2,775.195,1065.894,247.632,355.298,796.7285,1098.1935,818.262,1130.493,301.465,0.1905,0.2177,1.35852328860876,0.2177,818.262,1065.894,0.1905,775.195,1130.493,107.666,1.063986761,0.1905,775.195,1130.493,"IC","IC"
"ICGG12","ICGG12_44.1",1.687335067,2,506.03,925.928,419.897,495.264,516.7965,974.3775,527.563,1022.827,457.5805,0.1633,0.2177,1.18530103422547,0.2177,506.03,925.928,0.1633,527.563,1022.827,75.367,1.306335067,0.1633,527.563,1022.827,"IC","IC"
"ICGG12","ICGG12_44.2",4.46327340300002,4,581.396,656.763,75.366,344.531,651.37925,829.0285,710.596,1055.127,177.649,0.1361,0.2177,0.896203221006218,0.2177,635.229,753.662,0.1361,678.296,850.562,269.165,3.75567340300002,0.1905,581.396,656.763,"IC","IC"
"ICGG12","ICGG12_44.3",1.72362184300002,5,613.696,732.129,118.433,322.998,652.4558,863.4816,699.829,1012.061,211.0254,0.1088,0.2449,2.90086831998911,0.1088,689.062,1012.061,0.2449,699.829,925.928,204.565,0.852821843000018,0.1633,624.463,829.028,"IC","IC"
"ICGG12","ICGG12_44.4",1.34261069800004,3,656.763,796.729,139.966,355.298,707.007,979.761,742.896,1076.66,272.754,0.0544,0.1361,2.23445262611776,0.0544,656.763,796.729,0.1361,721.362,1076.66,215.332,1.04331069800004,0.1088,742.896,1065.894,"IC","IC"
"ICGG12","ICGG12_44.5",0.798309064000023,2,753.662,1098.193,312.231,366.064,769.812,1108.96,785.962,1119.727,339.1475,0.0816,0.1633,2.50529536765969,0.1633,753.662,1119.727,0.0816,785.962,1098.193,53.833,0.553409064000023,0.0816,785.962,1098.193,"IC","IC"
"ICGG12","ICGG12_44.6",2.231636702,5,613.696,829.028,193.799,333.765,667.5292,936.6944,753.662,1087.427,269.1652,0.1088,0.3265,2.24050805201356,0.1088,753.662,1087.427,0.3265,678.296,958.228,139.966,1.034436702,0.2449,635.229,829.028,"IC","IC"
"ICGG12","ICGG12_44.7",0.834595838999917,2,656.763,979.761,322.998,355.298,726.746,1065.8935,796.729,1152.026,339.148,0.1361,0.2721,2.39636948393676,0.1361,796.729,1152.026,0.2721,656.763,979.761,32.3,0.426395838999917,0.2721,656.763,979.761,"IC","IC"
"ICGG12","ICGG12_45.1",1.214523801,2,656.763,839.795,183.032,193.799,710.596,899.0115,764.429,958.228,188.4155,0.0544,0.1361,1.64673594568774,0.1361,656.763,839.795,0.0544,764.429,958.228,10.767,1.024023801,0.0544,764.429,958.228,"IC","IC"
"ICGG12","ICGG12_45.3",1.20231722199998,2,753.662,947.461,118.433,226.099,791.345,963.611,829.028,979.761,172.266,0.1633,0.1905,1.66345450551987,0.1633,829.028,947.461,0.1905,753.662,979.761,107.666,0.848517221999976,0.1905,753.662,979.761,"IC","IC"
